Feature,Importance
synopsis_tfidf_194,0.0036667345691586825
synopsis_tfidf_45,0.0036667345691585914
synopsis_tfidf_564,0.0034630270930944835
synopsis_tfidf_458,0.0034630270930944835
synopsis_tfidf_463,0.0034630270930944835
synopsis_tfidf_790,0.0034630270930944835
synopsis_tfidf_885,0.0034630270930944835
synopsis_tfidf_315,0.0034630270930944835
synopsis_tfidf_995,0.003463027093094392
Rating_R+,0.0034630270930941193
synopsis_tfidf_903,0.0032593196170301025
synopsis_tfidf_907,0.0032593196170301025
synopsis_tfidf_83,0.0032593196170301025
synopsis_tfidf_385,0.0032593196170301025
synopsis_tfidf_791,0.0032593196170301025
synopsis_tfidf_767,0.0032593196170301025
synopsis_tfidf_461,0.0032593196170301025
synopsis_tfidf_864,0.003259319617030011
synopsis_tfidf_748,0.003259319617030011
synopsis_tfidf_307,0.003259319617030011
Genres_Supernatural,0.003259319617030011
synopsis_tfidf_659,0.003259319617030011
synopsis_tfidf_302,0.003055612140965721
synopsis_tfidf_134,0.003055612140965721
synopsis_tfidf_204,0.003055612140965721
synopsis_tfidf_488,0.003055612140965721
synopsis_tfidf_155,0.003055612140965721
synopsis_tfidf_677,0.003055612140965721
synopsis_tfidf_347,0.003055612140965721
synopsis_tfidf_652,0.003055612140965721
synopsis_tfidf_77,0.003055612140965721
synopsis_tfidf_809,0.002851904664901339
synopsis_tfidf_874,0.002851904664901339
synopsis_tfidf_433,0.002851904664901339
synopsis_tfidf_70,0.0028519046649012484
synopsis_tfidf_462,0.0028519046649012484
synopsis_tfidf_706,0.0028519046649012484
synopsis_tfidf_525,0.002648197188836958
synopsis_tfidf_285,0.002648197188836958
synopsis_tfidf_777,0.002648197188836958
synopsis_tfidf_4,0.002648197188836958
synopsis_tfidf_116,0.002648197188836958
synopsis_tfidf_684,0.002648197188836958
synopsis_tfidf_963,0.002648197188836958
synopsis_tfidf_865,0.002648197188836867
synopsis_tfidf_273,0.002648197188836867
synopsis_tfidf_610,0.002648197188836867
synopsis_tfidf_220,0.0024444897127725764
synopsis_tfidf_184,0.0024444897127725764
synopsis_tfidf_296,0.0024444897127725764
synopsis_tfidf_374,0.0024444897127725764
synopsis_tfidf_181,0.0024444897127725764
synopsis_tfidf_390,0.0024444897127725764
synopsis_tfidf_176,0.0024444897127725764
synopsis_tfidf_820,0.0024444897127725764
synopsis_tfidf_455,0.0024444897127725764
synopsis_tfidf_970,0.0024444897127725764
synopsis_tfidf_967,0.0024444897127725764
synopsis_tfidf_889,0.0024444897127725764
synopsis_tfidf_17,0.0024444897127725764
synopsis_tfidf_935,0.0024444897127725764
synopsis_tfidf_568,0.0024444897127725764
synopsis_tfidf_595,0.0024444897127725764
synopsis_tfidf_837,0.0024444897127725764
synopsis_tfidf_685,0.0024444897127725764
synopsis_tfidf_921,0.0024444897127725764
synopsis_tfidf_930,0.0024444897127725764
synopsis_tfidf_742,0.0024444897127724853
synopsis_tfidf_256,0.0022407822367081953
synopsis_tfidf_933,0.0022407822367081953
synopsis_tfidf_255,0.0022407822367081953
synopsis_tfidf_237,0.0022407822367081953
synopsis_tfidf_160,0.0022407822367081953
synopsis_tfidf_941,0.0022407822367081953
synopsis_tfidf_0,0.0022407822367081953
synopsis_tfidf_975,0.0022407822367081953
synopsis_tfidf_884,0.0022407822367081953
synopsis_tfidf_412,0.0022407822367081953
synopsis_tfidf_416,0.0022407822367081953
synopsis_tfidf_598,0.0022407822367081953
synopsis_tfidf_750,0.0022407822367081953
synopsis_tfidf_485,0.0022407822367081953
synopsis_tfidf_518,0.0022407822367081953
synopsis_tfidf_326,0.0022407822367081953
synopsis_tfidf_371,0.0022407822367081953
synopsis_tfidf_639,0.0022407822367081953
synopsis_tfidf_133,0.0022407822367081953
synopsis_tfidf_950,0.0022407822367081043
synopsis_tfidf_665,0.0022407822367081043
synopsis_tfidf_74,0.002240782236708013
synopsis_tfidf_351,0.002240782236708013
synopsis_tfidf_879,0.002037074760643814
synopsis_tfidf_600,0.002037074760643814
synopsis_tfidf_173,0.002037074760643814
synopsis_tfidf_560,0.002037074760643814
synopsis_tfidf_214,0.002037074760643814
synopsis_tfidf_710,0.002037074760643814
synopsis_tfidf_530,0.002037074760643814
synopsis_tfidf_892,0.002037074760643814
synopsis_tfidf_732,0.002037074760643814
synopsis_tfidf_976,0.002037074760643814
synopsis_tfidf_999,0.002037074760643814
synopsis_tfidf_146,0.002037074760643814
synopsis_tfidf_137,0.002037074760643814
synopsis_tfidf_844,0.0020370747606437228
synopsis_tfidf_46,0.0020370747606437228
synopsis_tfidf_676,0.0020370747606437228
synopsis_tfidf_367,0.0020370747606437228
synopsis_tfidf_915,0.0018333672845794325
synopsis_tfidf_645,0.0018333672845794325
synopsis_tfidf_153,0.0018333672845794325
synopsis_tfidf_499,0.0018333672845794325
synopsis_tfidf_20,0.0018333672845794325
synopsis_tfidf_16,0.0018333672845794325
synopsis_tfidf_446,0.0018333672845794325
synopsis_tfidf_727,0.0018333672845794325
synopsis_tfidf_39,0.0018333672845794325
synopsis_tfidf_597,0.0018333672845794325
synopsis_tfidf_246,0.0018333672845794325
synopsis_tfidf_76,0.0018333672845794325
synopsis_tfidf_653,0.0018333672845794325
synopsis_tfidf_663,0.0018333672845794325
synopsis_tfidf_698,0.0018333672845794325
synopsis_tfidf_311,0.0018333672845794325
synopsis_tfidf_206,0.0018333672845794325
synopsis_tfidf_403,0.0018333672845794325
synopsis_tfidf_632,0.0018333672845793412
synopsis_tfidf_424,0.0018333672845793412
Genres_Fantasy,0.0018333672845792504
Genres_Action,0.001833367284579159
synopsis_tfidf_762,0.0016296598085150512
synopsis_tfidf_554,0.0016296598085150512
synopsis_tfidf_63,0.0016296598085150512
synopsis_tfidf_513,0.0016296598085150512
synopsis_tfidf_66,0.0016296598085150512
synopsis_tfidf_803,0.0016296598085150512
synopsis_tfidf_834,0.0016296598085150512
synopsis_tfidf_816,0.0016296598085150512
synopsis_tfidf_117,0.0016296598085150512
synopsis_tfidf_309,0.0016296598085150512
synopsis_tfidf_987,0.0016296598085150512
synopsis_tfidf_974,0.0016296598085150512
synopsis_tfidf_368,0.0016296598085150512
synopsis_tfidf_149,0.0016296598085150512
synopsis_tfidf_411,0.0016296598085150512
synopsis_tfidf_10,0.0016296598085150512
synopsis_tfidf_15,0.0016296598085150512
synopsis_tfidf_436,0.0016296598085150512
synopsis_tfidf_69,0.0016296598085150512
synopsis_tfidf_483,0.0016296598085150512
synopsis_tfidf_838,0.0016296598085150512
synopsis_tfidf_115,0.0016296598085150512
synopsis_tfidf_579,0.00162965980851496
synopsis_tfidf_792,0.00162965980851496
Genres_Comedy,0.0016296598085146867
synopsis_tfidf_484,0.0014259523324506695
synopsis_tfidf_986,0.0014259523324506695
synopsis_tfidf_672,0.0014259523324506695
synopsis_tfidf_869,0.0014259523324506695
synopsis_tfidf_599,0.0014259523324506695
synopsis_tfidf_780,0.0014259523324506695
synopsis_tfidf_97,0.0014259523324506695
synopsis_tfidf_190,0.0014259523324506695
synopsis_tfidf_833,0.0014259523324506695
synopsis_tfidf_93,0.0014259523324505786
synopsis_tfidf_73,0.0014259523324505786
synopsis_tfidf_954,0.0014259523324504874
synopsis_tfidf_125,0.0012222448563862882
synopsis_tfidf_747,0.0012222448563862882
synopsis_tfidf_141,0.0012222448563862882
synopsis_tfidf_495,0.0012222448563862882
synopsis_tfidf_338,0.0012222448563862882
synopsis_tfidf_501,0.0012222448563862882
synopsis_tfidf_387,0.0012222448563862882
synopsis_tfidf_782,0.0012222448563862882
synopsis_tfidf_290,0.0012222448563862882
synopsis_tfidf_452,0.0012222448563862882
synopsis_tfidf_142,0.0012222448563862882
synopsis_tfidf_920,0.0012222448563862882
synopsis_tfidf_475,0.0012222448563862882
synopsis_tfidf_627,0.0012222448563862882
synopsis_tfidf_232,0.0012222448563862882
synopsis_tfidf_936,0.0012222448563862882
synopsis_tfidf_991,0.0012222448563862882
synopsis_tfidf_404,0.0012222448563862882
synopsis_tfidf_716,0.0012222448563862882
synopsis_tfidf_714,0.0012222448563862882
synopsis_tfidf_86,0.0012222448563862882
synopsis_tfidf_691,0.0012222448563862882
synopsis_tfidf_924,0.0012222448563862882
synopsis_tfidf_578,0.0012222448563861974
synopsis_tfidf_96,0.0012222448563861974
synopsis_tfidf_893,0.001018537380321907
synopsis_tfidf_399,0.001018537380321907
synopsis_tfidf_13,0.001018537380321907
synopsis_tfidf_442,0.001018537380321907
synopsis_tfidf_360,0.001018537380321907
synopsis_tfidf_942,0.001018537380321907
synopsis_tfidf_510,0.001018537380321907
synopsis_tfidf_752,0.001018537380321907
synopsis_tfidf_611,0.001018537380321907
synopsis_tfidf_32,0.001018537380321907
synopsis_tfidf_958,0.001018537380321907
synopsis_tfidf_331,0.001018537380321907
synopsis_tfidf_328,0.001018537380321907
synopsis_tfidf_631,0.001018537380321907
synopsis_tfidf_761,0.001018537380321907
synopsis_tfidf_354,0.001018537380321907
synopsis_tfidf_566,0.001018537380321907
synopsis_tfidf_972,0.001018537380321907
synopsis_tfidf_592,0.001018537380321907
synopsis_tfidf_65,0.0010185373803218158
synopsis_tfidf_308,0.0010185373803218158
synopsis_tfidf_523,0.0010185373803218158
synopsis_tfidf_376,0.0008148299042575256
synopsis_tfidf_651,0.0008148299042575256
synopsis_tfidf_880,0.0008148299042575256
synopsis_tfidf_906,0.0008148299042575256
synopsis_tfidf_12,0.0008148299042575256
synopsis_tfidf_119,0.0008148299042575256
synopsis_tfidf_886,0.0008148299042575256
synopsis_tfidf_478,0.0008148299042575256
synopsis_tfidf_481,0.0008148299042575256
synopsis_tfidf_802,0.0008148299042575256
synopsis_tfidf_797,0.0008148299042575256
synopsis_tfidf_795,0.0008148299042575256
synopsis_tfidf_519,0.0008148299042575256
synopsis_tfidf_521,0.0008148299042575256
synopsis_tfidf_775,0.0008148299042575256
synopsis_tfidf_570,0.0008148299042575256
synopsis_tfidf_629,0.0008148299042575256
synopsis_tfidf_172,0.0008148299042575256
synopsis_tfidf_586,0.0008148299042575256
synopsis_tfidf_287,0.0008148299042575256
synopsis_tfidf_202,0.0008148299042575256
synopsis_tfidf_249,0.0008148299042575256
synopsis_tfidf_201,0.0008148299042575256
synopsis_tfidf_830,0.0008148299042574344
synopsis_tfidf_904,0.0008148299042574344
Genres_Drama,0.0008148299042573434
synopsis_tfidf_851,0.0006111224281931441
synopsis_tfidf_712,0.0006111224281931441
synopsis_tfidf_490,0.0006111224281931441
synopsis_tfidf_608,0.0006111224281931441
synopsis_tfidf_815,0.0006111224281931441
synopsis_tfidf_3,0.0006111224281931441
synopsis_tfidf_138,0.0006111224281931441
synopsis_tfidf_640,0.0006111224281931441
synopsis_tfidf_457,0.0006111224281931441
synopsis_tfidf_228,0.0006111224281931441
synopsis_tfidf_362,0.0006111224281931441
synopsis_tfidf_503,0.0006111224281931441
synopsis_tfidf_707,0.0006111224281931441
synopsis_tfidf_275,0.0006111224281931441
Genres_Sports,0.0006111224281931441
synopsis_tfidf_453,0.0006111224281931441
synopsis_tfidf_650,0.0006111224281931441
synopsis_tfidf_664,0.0006111224281931441
synopsis_tfidf_166,0.0006111224281931441
synopsis_tfidf_205,0.0006111224281931441
synopsis_tfidf_669,0.0006111224281931441
synopsis_tfidf_429,0.0006111224281931441
synopsis_tfidf_832,0.0006111224281931441
synopsis_tfidf_58,0.0006111224281931441
synopsis_tfidf_122,0.0006111224281931441
synopsis_tfidf_760,0.0006111224281931441
synopsis_tfidf_799,0.0006111224281931441
synopsis_tfidf_216,0.0006111224281931441
synopsis_tfidf_890,0.0006111224281931441
synopsis_tfidf_759,0.0006111224281931441
synopsis_tfidf_320,0.0006111224281931441
synopsis_tfidf_891,0.0006111224281931441
synopsis_tfidf_298,0.0006111224281931441
synopsis_tfidf_524,0.0006111224281931441
synopsis_tfidf_580,0.0006111224281931441
synopsis_tfidf_755,0.0006111224281931441
synopsis_tfidf_257,0.0006111224281931441
synopsis_tfidf_533,0.000611122428193053
Genres_Adventure,0.000611122428192962
synopsis_tfidf_720,0.0004074149521287628
synopsis_tfidf_382,0.0004074149521287628
synopsis_tfidf_547,0.0004074149521287628
synopsis_tfidf_875,0.0004074149521287628
synopsis_tfidf_636,0.0004074149521287628
synopsis_tfidf_380,0.0004074149521287628
synopsis_tfidf_223,0.0004074149521287628
synopsis_tfidf_274,0.0004074149521287628
synopsis_tfidf_774,0.0004074149521287628
synopsis_tfidf_224,0.0004074149521287628
synopsis_tfidf_567,0.0004074149521287628
synopsis_tfidf_661,0.0004074149521287628
synopsis_tfidf_994,0.0004074149521287628
synopsis_tfidf_557,0.0004074149521287628
synopsis_tfidf_824,0.0004074149521287628
synopsis_tfidf_394,0.0004074149521287628
synopsis_tfidf_532,0.0004074149521287628
synopsis_tfidf_276,0.0004074149521287628
synopsis_tfidf_402,0.0004074149521287628
synopsis_tfidf_373,0.0004074149521287628
synopsis_tfidf_473,0.0004074149521287628
synopsis_tfidf_400,0.0004074149521287628
synopsis_tfidf_922,0.0004074149521287628
synopsis_tfidf_345,0.0004074149521287628
synopsis_tfidf_502,0.0004074149521287628
synopsis_tfidf_346,0.0004074149521287628
synopsis_tfidf_178,0.0004074149521287628
synopsis_tfidf_306,0.0004074149521287628
synopsis_tfidf_743,0.0004074149521287628
synopsis_tfidf_29,0.0004074149521287628
synopsis_tfidf_303,0.0004074149521287628
synopsis_tfidf_978,0.0004074149521287628
synopsis_tfidf_860,0.0004074149521287628
synopsis_tfidf_929,0.0004074149521287628
synopsis_tfidf_414,0.0004074149521287628
synopsis_tfidf_269,0.0004074149521287628
synopsis_tfidf_24,0.0004074149521287628
synopsis_tfidf_540,0.0004074149521287628
synopsis_tfidf_749,0.0004074149521287628
synopsis_tfidf_813,0.0004074149521287628
synopsis_tfidf_814,0.0004074149521287628
synopsis_tfidf_418,0.0004074149521287628
synopsis_tfidf_140,0.0004074149521287628
synopsis_tfidf_415,0.0004074149521286717
synopsis_tfidf_444,0.0002037074760643814
synopsis_tfidf_537,0.0002037074760643814
synopsis_tfidf_660,0.0002037074760643814
synopsis_tfidf_230,0.0002037074760643814
synopsis_tfidf_671,0.0002037074760643814
synopsis_tfidf_670,0.0002037074760643814
synopsis_tfidf_427,0.0002037074760643814
synopsis_tfidf_588,0.0002037074760643814
synopsis_tfidf_656,0.0002037074760643814
synopsis_tfidf_654,0.0002037074760643814
synopsis_tfidf_107,0.0002037074760643814
synopsis_tfidf_245,0.0002037074760643814
synopsis_tfidf_493,0.0002037074760643814
synopsis_tfidf_489,0.0002037074760643814
synopsis_tfidf_855,0.0002037074760643814
synopsis_tfidf_112,0.0002037074760643814
synopsis_tfidf_271,0.0002037074760643814
synopsis_tfidf_934,0.0002037074760643814
synopsis_tfidf_472,0.0002037074760643814
synopsis_tfidf_250,0.0002037074760643814
synopsis_tfidf_469,0.0002037074760643814
synopsis_tfidf_114,0.0002037074760643814
synopsis_tfidf_71,0.0002037074760643814
synopsis_tfidf_561,0.0002037074760643814
synopsis_tfidf_647,0.0002037074760643814
synopsis_tfidf_304,0.0002037074760643814
synopsis_tfidf_423,0.0002037074760643814
synopsis_tfidf_212,0.0002037074760643814
synopsis_tfidf_170,0.0002037074760643814
synopsis_tfidf_207,0.0002037074760643814
synopsis_tfidf_164,0.0002037074760643814
synopsis_tfidf_44,0.0002037074760643814
synopsis_tfidf_957,0.0002037074760643814
synopsis_tfidf_695,0.0002037074760643814
synopsis_tfidf_973,0.0002037074760643814
synopsis_tfidf_740,0.0002037074760643814
synopsis_tfidf_215,0.0002037074760643814
synopsis_tfidf_723,0.0002037074760643814
synopsis_tfidf_40,0.0002037074760643814
synopsis_tfidf_281,0.0002037074760643814
synopsis_tfidf_62,0.0002037074760643814
synopsis_tfidf_135,0.0002037074760643814
synopsis_tfidf_953,0.0002037074760643814
synopsis_tfidf_819,0.0002037074760643814
synopsis_tfidf_123,0.0002037074760643814
synopsis_tfidf_683,0.0002037074760643814
synopsis_tfidf_419,0.0002037074760643814
Genres_Gourmet,0.0002037074760643814
synopsis_tfidf_145,0.0002037074760643814
synopsis_tfidf_397,0.0002037074760643814
synopsis_tfidf_210,0.0
synopsis_tfidf_209,0.0
synopsis_tfidf_504,0.0
synopsis_tfidf_984,0.0
synopsis_tfidf_679,0.0
synopsis_tfidf_342,0.0
synopsis_tfidf_746,0.0
synopsis_tfidf_601,0.0
synopsis_tfidf_294,0.0
synopsis_tfidf_798,0.0
synopsis_tfidf_811,0.0
synopsis_tfidf_356,0.0
synopsis_tfidf_614,0.0
synopsis_tfidf_857,0.0
synopsis_tfidf_863,0.0
synopsis_tfidf_253,0.0
synopsis_tfidf_261,0.0
synopsis_tfidf_21,0.0
synopsis_tfidf_42,0.0
synopsis_tfidf_538,0.0
synopsis_tfidf_998,0.0
synopsis_tfidf_41,0.0
synopsis_tfidf_191,0.0
synopsis_tfidf_144,0.0
synopsis_tfidf_556,0.0
synopsis_tfidf_11,0.0
synopsis_tfidf_18,0.0
synopsis_tfidf_992,0.0
synopsis_tfidf_321,0.0
synopsis_tfidf_911,0.0
synopsis_tfidf_912,0.0
synopsis_tfidf_259,0.0
synopsis_tfidf_520,0.0
synopsis_tfidf_931,0.0
synopsis_tfidf_325,0.0
synopsis_tfidf_913,0.0
synopsis_tfidf_571,0.0
synopsis_tfidf_856,0.0
synopsis_tfidf_359,0.0
synopsis_tfidf_977,0.0
synopsis_tfidf_718,0.0
synopsis_tfidf_229,0.0
synopsis_tfidf_35,0.0
synopsis_tfidf_126,0.0
synopsis_tfidf_699,0.0
synopsis_tfidf_398,0.0
synopsis_tfidf_658,0.0
synopsis_tfidf_689,0.0
synopsis_tfidf_687,0.0
synopsis_tfidf_956,0.0
synopsis_tfidf_947,0.0
synopsis_tfidf_437,0.0
synopsis_tfidf_407,0.0
synopsis_tfidf_686,0.0
synopsis_tfidf_409,0.0
synopsis_tfidf_410,0.0
synopsis_tfidf_673,0.0
synopsis_tfidf_428,0.0
synopsis_tfidf_675,0.0
synopsis_tfidf_543,0.0
synopsis_tfidf_966,0.0
synopsis_tfidf_544,0.0
synopsis_tfidf_240,0.0
synopsis_tfidf_292,0.0
Genres_Erotica,0.0
synopsis_tfidf_476,0.0
synopsis_tfidf_634,0.0
synopsis_tfidf_241,0.0
synopsis_tfidf_848,0.0
synopsis_tfidf_468,0.0
synopsis_tfidf_471,0.0
synopsis_tfidf_231,-0.0002037074760643814
synopsis_tfidf_203,-0.0002037074760643814
synopsis_tfidf_37,-0.0002037074760643814
synopsis_tfidf_778,-0.0002037074760643814
synopsis_tfidf_721,-0.0002037074760643814
synopsis_tfidf_741,-0.0002037074760643814
synopsis_tfidf_222,-0.0002037074760643814
synopsis_tfidf_731,-0.0002037074760643814
synopsis_tfidf_736,-0.0002037074760643814
synopsis_tfidf_244,-0.0002037074760643814
synopsis_tfidf_84,-0.0002037074760643814
synopsis_tfidf_51,-0.0002037074760643814
synopsis_tfidf_828,-0.0002037074760643814
synopsis_tfidf_305,-0.0002037074760643814
synopsis_tfidf_236,-0.0002037074760643814
synopsis_tfidf_648,-0.0002037074760643814
synopsis_tfidf_693,-0.0002037074760643814
synopsis_tfidf_88,-0.0002037074760643814
synopsis_tfidf_85,-0.0002037074760643814
synopsis_tfidf_591,-0.0002037074760643814
synopsis_tfidf_644,-0.0002037074760643814
synopsis_tfidf_52,-0.0002037074760643814
synopsis_tfidf_843,-0.0002037074760643814
synopsis_tfidf_23,-0.0002037074760643814
synopsis_tfidf_218,-0.0002037074760643814
synopsis_tfidf_722,-0.0002037074760643814
synopsis_tfidf_768,-0.0002037074760643814
synopsis_tfidf_785,-0.0002037074760643814
synopsis_tfidf_542,-0.0002037074760643814
synopsis_tfidf_447,-0.0002037074760643814
synopsis_tfidf_108,-0.0002037074760643814
synopsis_tfidf_421,-0.0002037074760643814
synopsis_tfidf_422,-0.0002037074760643814
synopsis_tfidf_952,-0.0002037074760643814
synopsis_tfidf_949,-0.0002037074760643814
synopsis_tfidf_189,-0.0002037074760643814
synopsis_tfidf_120,-0.0002037074760643814
synopsis_tfidf_434,-0.0002037074760643814
synopsis_tfidf_435,-0.0002037074760643814
synopsis_tfidf_277,-0.0002037074760643814
synopsis_tfidf_454,-0.0002037074760643814
synopsis_tfidf_960,-0.0002037074760643814
synopsis_tfidf_498,-0.0002037074760643814
synopsis_tfidf_938,-0.0002037074760643814
synopsis_tfidf_150,-0.0002037074760643814
synopsis_tfidf_186,-0.0002037074760643814
synopsis_tfidf_8,-0.0002037074760643814
synopsis_tfidf_464,-0.0002037074760643814
synopsis_tfidf_152,-0.0002037074760643814
synopsis_tfidf_5,-0.0002037074760643814
synopsis_tfidf_927,-0.0002037074760643814
synopsis_tfidf_267,-0.0002037074760643814
synopsis_tfidf_401,-0.0002037074760643814
synopsis_tfidf_7,-0.0002037074760643814
synopsis_tfidf_369,-0.0002037074760643814
Genres_Girls Love,-0.0002037074760643814
synopsis_tfidf_531,-0.0002037074760643814
synopsis_tfidf_104,-0.0002037074760643814
synopsis_tfidf_330,-0.0002037074760643814
synopsis_tfidf_909,-0.0002037074760643814
synopsis_tfidf_132,-0.0002037074760643814
synopsis_tfidf_143,-0.0002037074760643814
synopsis_tfidf_341,-0.0002037074760643814
synopsis_tfidf_288,-0.0002037074760643814
synopsis_tfidf_131,-0.0002037074760643814
synopsis_tfidf_701,-0.0004074149521287628
synopsis_tfidf_800,-0.0004074149521287628
synopsis_tfidf_937,-0.0004074149521287628
synopsis_tfidf_336,-0.0004074149521287628
synopsis_tfidf_842,-0.0004074149521287628
synopsis_tfidf_335,-0.0004074149521287628
synopsis_tfidf_327,-0.0004074149521287628
synopsis_tfidf_845,-0.0004074149521287628
synopsis_tfidf_847,-0.0004074149521287628
synopsis_tfidf_316,-0.0004074149521287628
synopsis_tfidf_158,-0.0004074149521287628
synopsis_tfidf_175,-0.0004074149521287628
synopsis_tfidf_213,-0.0004074149521287628
synopsis_tfidf_646,-0.0004074149521287628
synopsis_tfidf_730,-0.0004074149521287628
synopsis_tfidf_293,-0.0004074149521287628
synopsis_tfidf_426,-0.0004074149521287628
synopsis_tfidf_702,-0.0004074149521287628
synopsis_tfidf_417,-0.0004074149521287628
synopsis_tfidf_64,-0.0004074149521287628
synopsis_tfidf_681,-0.0004074149521287628
synopsis_tfidf_680,-0.0004074149521287628
synopsis_tfidf_719,-0.0004074149521287628
synopsis_tfidf_725,-0.0004074149521287628
synopsis_tfidf_451,-0.0004074149521287628
synopsis_tfidf_291,-0.0004074149521287628
synopsis_tfidf_278,-0.0004074149521287628
synopsis_tfidf_67,-0.0004074149521287628
synopsis_tfidf_445,-0.0004074149521287628
synopsis_tfidf_61,-0.0004074149521287628
synopsis_tfidf_68,-0.0004074149521287628
synopsis_tfidf_678,-0.0004074149521287628
synopsis_tfidf_440,-0.0004074149521287628
synopsis_tfidf_545,-0.0004074149521287628
synopsis_tfidf_607,-0.0004074149521287628
synopsis_tfidf_263,-0.0004074149521287628
synopsis_tfidf_82,-0.0004074149521287628
synopsis_tfidf_512,-0.0004074149521287628
synopsis_tfidf_602,-0.0004074149521287628
synopsis_tfidf_604,-0.0004074149521287628
synopsis_tfidf_574,-0.0004074149521287628
synopsis_tfidf_605,-0.0004074149521287628
synopsis_tfidf_871,-0.0004074149521287628
